salary,rent,food,entertainment,utilities,transportation,insurance,savings,subscriptions,travels,emi,future_expense_target
53180,9066,14815,5829,8255,3246,8605,27651,4838,8499,3498,97410.40285277263
181284,15781,3993,18853,11772,1872,53,41426,1879,21498,852,119826.01296618168
71567,21555,20913,3995,9218,12979,3602,29280,789,21274,14429,140351.12211223692
182428,23932,24079,5759,9474,3353,521,15892,1905,1136,3432,90889.18192807985
173027,41582,24133,891,8502,5508,3060,31840,2439,28967,31450,185311.09627320588
46140,18848,24578,18207,10718,3051,7972,9117,3549,24562,24874,148110.9973578186
59325,12694,14089,7195,7397,16213,5765,32505,3402,13491,4544,120647.77104231466
96003,49884,13555,17178,5087,16181,8442,8189,2536,10847,5304,144017.03230022016
100662,34533,11812,2951,643,15469,1542,324,2328,24161,27782,125016.627275413
88418,38878,24655,14123,1998,17929,5085,19510,4954,27479,5043,164940.95098078917
195775,20545,29906,3846,8668,7456,3877,28937,3110,7905,265,117970.16650487891
163877,45870,21298,1093,4681,17411,1905,44527,4098,17167,13096,179560.4371944449
24400,25636,2528,15354,795,14749,439,47423,1503,22903,873,133919.0329118318
61614,4176,8282,13889,11471,17443,9650,35668,2489,26931,8919,140654.6024691538
102100,44794,21626,19327,852,5675,6933,41329,4283,28461,30625,207583.56011228007
171581,6566,19225,11716,1012,5855,1485,27699,2543,8325,39823,130283.87774343771
86300,14350,6564,9135,2766,19842,7855,11714,3459,9599,35294,125942.98522250928
171591,29644,28467,11758,13875,18440,8454,14133,4350,18231,14991,169796.15501250964
96094,27372,13710,9099,7901,14821,5798,37052,2354,2889,2132,127873.05930119852
167247,42896,4942,3333,14951,5352,298,27713,3278,22770,23800,153509.6712365067
80642,32374,4092,19781,10520,16706,5310,29459,3851,6377,17688,148522.49058261528
147867,24050,15485,18571,7495,9697,2006,41216,1593,9469,12543,148345.9403850703
178019,13440,12820,3584,9192,5621,2073,1142,466,15111,34282,99925.69147383647
165286,38758,24925,16271,4034,14881,8735,46056,2268,19531,1478,185588.38915819934
148042,25935,28471,5389,8546,6859,7470,34118,2575,18673,38138,184514.7021582511
92335,29347,29782,7895,633,17849,4369,16040,4145,8351,8092,128002.59273276509
161046,32343,28410,13237,12414,5814,4086,39519,2975,4273,34015,181729.8849654699
180428,30833,22982,13241,12743,3940,9969,37190,3017,2137,38488,179015.1025739173
169912,18850,13074,14255,11380,4112,2221,11057,3664,23200,2900,108387.49632422205
123985,14271,23690,7721,4390,8784,6941,36056,4042,4299,26887,142799.97755729887
70498,15286,12706,8717,5327,12425,641,5438,567,17022,7778,86766.38946515787
79571,43911,28827,16320,1300,14470,1723,25347,1402,5476,13007,156908.90470393063
26997,40591,26957,17159,3693,10127,9661,10136,4575,2992,10260,139741.4277555668
56900,14634,14634,5726,13752,10453,2449,43421,4896,29970,24149,170121.81553766708
22453,48673,20973,3076,6775,1194,2952,24658,4072,18436,8901,142623.59652798227
20538,21072,14270,1228,842,16703,9209,4746,2096,2338,5321,79989.63163918878
96151,22464,26596,12151,8935,9366,9052,10737,2007,11344,9182,125347.12061113607
50593,29743,13501,18318,10763,7990,380,13026,3776,28466,11244,142216.64596128825
153375,3619,19094,7923,4209,2123,2498,18537,3434,24480,37678,125501.09086490922
78384,6263,28968,583,5137,18861,4122,23705,3324,29956,17353,140047.37372012422
70543,14188,20147,15944,2168,10984,6892,28768,2967,16665,12790,136069.22384474016
104092,37204,13989,16598,13417,12844,1065,1783,3571,15114,32791,155383.13893746983
186099,3944,24712,588,7294,13056,5238,29696,2665,18456,33366,144910.51062164325
182540,24522,15020,14205,14113,6232,1164,43946,3636,23033,10381,160185.02188843867
94227,42645,29300,11926,6079,8196,1573,14123,1444,20654,14849,154373.46971768065
83175,20299,12927,18524,8730,6525,1236,41234,4032,5894,9736,135028.7279663042
109268,20892,19732,5552,7198,5405,829,25948,2622,23652,18746,132873.01350440527
43940,35360,12381,1581,4709,14339,8180,40614,4644,22470,10874,161546.16991245502
56481,45165,23005,12555,4911,9605,481,13617,3517,14899,22427,152023.40355936709
89240,45046,11462,18803,5379,8305,6509,15178,3477,10068,29734,156455.52402746648
53978,6089,22641,9479,8242,2158,3651,16166,1102,24658,23250,122806.01203502936
165283,45467,10968,7486,10237,5577,6294,21233,2605,17390,18409,149142.86075748288
68866,45543,9954,4896,11246,1559,4441,25441,1077,18749,5064,131023.93114429899
56513,23507,8088,6222,13336,15966,9028,10889,1035,22884,676,115427.25103855241
95714,40402,26190,14914,13788,14924,7599,9338,3377,15460,20241,172303.49787922666
166888,33693,15377,9808,7059,18028,2087,13668,1742,26216,14326,143731.05300405435
52441,27530,14336,2840,6181,18166,9448,23613,742,23701,12962,144577.02009433607
166692,12430,9440,2548,12044,2524,1429,7547,1805,23351,15340,91351.19661096128
42844,34135,28500,12318,761,7424,1313,13480,3805,11932,29510,147916.76959546257
72200,25801,6165,2343,1287,18958,6810,30555,2229,25898,15424,137508.87609629013
139607,3418,21965,1648,4752,9379,1616,33696,3612,27573,31114,143314.92267546995
182661,15209,1353,13203,10316,9769,810,44113,3369,7143,35880,143091.5208969983
65986,31163,5614,14653,4897,1569,3286,765,1224,4741,29810,101449.32161090901
91646,23405,28794,7678,8743,14996,1424,27507,295,6716,19307,142418.54152751341
114476,40384,3202,1440,12952,17665,1514,26643,1978,23763,5478,138634.35972420624
54585,11865,12307,17246,10123,12737,7263,586,4590,8273,1475,90310.69896416277
92149,15786,1582,6506,8139,2113,722,7547,3762,27250,4697,80086.10492168699
57087,7081,6162,7080,13403,7245,5468,38484,3123,9222,29899,132822.83794617106
158303,5588,11948,1421,9723,15292,589,1232,3777,5738,7365,64151.4918249766
162286,9012,9124,14139,3739,5107,6065,23167,2936,18488,15091,110717.62690565527
88413,21471,12834,5865,8341,6060,4153,20345,799,21431,24505,128052.26293648376
117743,20764,23196,9805,5818,8138,1473,16414,3436,335,24733,118571.90049947622
152219,31441,15835,9896,2623,17833,1750,1214,1224,18892,10307,114195.13923002974
69389,39649,23575,3215,2416,17562,928,46827,3045,4128,28927,177914.54642676035
136810,23466,4400,19594,2567,18476,2029,3590,1530,25255,10346,112918.86836800074
158681,18676,29614,7092,1091,7935,6485,4497,2094,2714,23795,108010.29447244618
139283,30388,13792,315,8865,2479,662,31422,3374,21942,34962,152560.31220803756
29737,45784,2713,14164,9992,14484,1003,23977,2258,6023,23853,148194.07238831243
56751,28817,19439,3776,3555,2034,4448,36040,2983,22580,33993,163292.11551772818
130859,2669,5407,8262,11331,7497,9437,24068,432,19214,13017,104563.29718061147
60902,7686,11575,11740,7568,6472,9896,45729,3184,13512,14850,134816.22774027847
25606,6881,1644,15686,7713,8679,2745,4500,1051,29245,16987,97908.90491532908
70775,6901,10861,15705,2708,14013,8767,14528,1119,6026,14295,96095.54188788295
146001,22439,25093,10251,9339,12347,6355,32763,4123,13380,7180,147181.96593619545
195758,25577,25429,13743,13383,11172,6191,14412,3004,28452,30663,177436.88508303024
141914,42990,11751,12728,3299,8009,4129,25935,4083,1895,32278,149488.85947926706
199653,24582,6338,4349,4410,898,1149,708,4697,20969,4369,73855.54488867498
130397,15567,20048,10988,922,19025,4134,46581,322,16807,34497,173164.78696887364
152167,43279,29866,18909,795,17539,8673,41898,227,27054,14542,211186.2496020492
85262,42010,10700,6763,4056,17175,6287,21439,2502,25403,17984,157362.26077952015
102915,36695,19934,3188,864,15341,4475,23053,4993,2908,24890,139544.10403163434
42065,32559,27787,6008,1889,257,186,19837,2897,1998,11057,106315.51145102309
68844,4520,3579,7356,2229,17337,1552,48518,1536,23449,10253,125004.9577605863
188501,5703,1720,3014,4719,6946,9015,16068,3670,11105,2279,66944.64923409844
104703,11246,8475,7757,14986,3801,9442,36747,2577,4020,20628,123837.41268126476
143035,25250,24995,10955,604,10120,5143,45345,4833,23116,13435,165543.17767354424
161159,34824,4757,5804,6446,13154,446,43283,4832,15436,615,135678.9398442743
25682,12061,9215,5887,7675,16850,5789,42816,1042,2269,3503,111232.86668216332
144656,26651,13926,10429,14254,1140,4211,43373,1899,4320,15823,138098.0123507407
58729,26335,25247,18418,12188,13849,6500,291,3302,8337,26402,147439.7405275147
106688,43214,1546,10725,10180,11076,2025,38461,4406,24888,11576,160218.34359310023
140448,2990,11558,1585,7807,6437,137,33910,1916,1888,10453,81953.73585917395
123508,9445,1263,18619,4009,6409,3855,24231,3664,17571,27027,118271.03638639463
93088,28801,3628,4091,11770,17069,6239,44059,374,25490,8032,153949.8204032184
145300,48178,4459,16535,8164,4844,9051,14470,3409,4504,1589,120361.45518417604
77398,28512,7563,2847,10134,16638,5261,22168,4997,23140,28036,152075.15001043194
36468,26742,6974,15457,2838,5214,690,12193,2807,20731,39697,137505.66822008963
92620,5543,11994,5490,7204,7088,2189,9178,1172,7958,29611,89745.36538489653
63848,14969,1582,11546,1435,8209,4245,39627,1044,9700,5516,99457.82876242221
170235,36422,1208,19866,6972,17753,4111,45131,2942,14003,508,151514.81477575694
91591,35753,24643,2328,13053,4211,6397,45384,3419,3018,7023,149891.5488977414
88205,49556,11630,19821,9064,3536,1477,18775,3588,5923,18287,147141.37378559157
97564,16271,4125,3418,5590,7618,6151,46966,2904,3372,35686,134153.05747144326
86544,8024,2515,1587,14227,15108,1237,44697,3831,5515,34140,135584.19227945403
71516,29887,15032,6158,5665,18922,8870,5980,647,14797,30967,143014.17824197025
35523,26036,2058,10640,4211,1886,2277,37302,2557,12472,8921,109937.29011824253
141456,32271,22599,12112,3881,5231,6828,42343,4746,22353,1441,160387.13702420093
196379,40439,20408,13485,8235,17087,4761,26882,2421,6471,3481,147572.13785573456
22199,30558,6408,12718,9032,1477,4544,41030,576,25000,37874,174093.9199228182
187279,49065,2563,19866,10710,12272,620,20162,4839,27348,38071,189302.7825630871
90231,19112,8201,2875,2320,7602,9537,44910,241,8270,10458,117244.96238990175
21006,24609,1423,19733,7575,17141,7761,38031,356,14765,26673,164800.7025222516
27114,31579,5554,2349,12230,14056,830,46248,4637,1719,36387,161945.65949780314
129548,36703,15055,8318,1016,18765,4817,19305,412,29857,26553,162835.8993791865
103063,13291,11441,18966,1025,206,5291,12635,4805,9575,31405,113011.14271351375
165099,39051,23176,12727,3812,10042,9220,12099,2693,15946,17747,149487.8676625025
119528,4971,6758,1425,11442,12363,239,28599,1954,6656,19181,94576.3536312411
122799,14695,24236,6254,6489,252,1030,24057,2725,15192,6447,106347.65559368515
97977,33362,3085,6177,14587,5812,6231,34927,2626,19311,17038,148224.13217367217
181261,10657,22270,1116,5499,462,7157,2628,1468,22780,28492,105670.84745373041
20181,22313,6949,12284,8145,7250,6434,33001,4175,25325,15873,145972.9576314163
163884,8961,25755,5386,9265,7969,9663,40146,1391,12031,21727,149206.78391474424
42716,27532,12180,5690,5713,13302,7917,26738,555,22506,22014,146155.42025431764
146995,41554,12733,5124,624,19740,9825,38810,1297,1482,18715,153478.0836327689
60218,5942,14380,17023,4415,11620,1192,1152,1638,6453,424,65021.054296569055
46633,40229,7496,19041,11968,10484,1611,4506,1796,25327,2740,130983.83601339773
30939,12842,25639,6158,12211,9662,2840,8343,340,29608,33351,146352.88487574406
30072,21244,23116,15285,6621,19174,4438,25789,2640,24914,34034,182109.4455739745
115534,40759,17196,5896,12468,4284,8920,28224,1806,23394,12327,161362.0029740218
177847,21795,14830,15013,5547,1746,6242,33616,4073,17996,29996,154448.9888849143
104751,41716,9572,16495,13035,3592,7893,44237,3222,8731,4332,154989.69670801153
51619,20337,21235,3558,5959,16954,1658,46166,2,10355,33381,163793.6741509499
149729,33322,22293,525,5519,19135,6886,29545,2015,26720,24340,172445.82520453926
127696,28928,18069,15825,2722,6957,3782,22191,296,434,7210,110616.13970726491
180624,9247,21112,10946,5834,1423,4783,47498,4928,24161,19589,156707.25352470676
82017,7780,9438,13324,5274,18637,3407,8169,2444,14318,17847,103118.27360155422
175957,46302,11418,1176,7992,12252,3968,21487,2576,6598,26226,146603.1509404367
144412,43996,6857,14010,8722,14826,5403,3304,4832,5444,25689,139617.75466516495
66075,31583,8578,17253,3905,10887,5001,33663,4577,4998,4976,130341.90495764864
155722,24204,14763,1581,8050,1632,1128,7922,2384,24864,28353,117543.21370562413
168705,25017,23340,15910,13406,9869,6218,6810,2090,25619,34431,166500.38822911883
121287,18412,14311,15541,9738,6607,370,26603,2644,22250,37461,159755.23261206088
57343,42632,8083,9746,14217,377,6451,21454,625,29800,21714,161344.115448289
174903,40691,18208,10933,2423,19550,3376,1200,285,3948,36429,141052.9575391408
187949,44795,8675,15544,13194,10116,8802,12004,1185,6123,23654,146012.4714691359
198203,31070,14003,13123,749,17927,5961,46724,4833,6289,35149,179956.5919612064
65197,8666,6526,8001,14377,12577,575,45021,4830,8086,35746,147269.989864513
21782,15578,13947,3016,3826,16785,1459,46682,1184,5428,20233,132030.49870870696
193239,28651,10152,6552,13250,13205,6991,12720,4571,14647,34610,147787.64926508165
24412,6944,25532,9441,11107,15161,2861,18288,151,9693,21795,127006.11498546488
79687,43792,14321,17184,8666,13347,8830,10927,1855,14726,20804,157066.5939092517
133043,22729,2316,17784,9299,18547,6428,1500,4398,8776,13617,110447.73999430466
67855,22203,20840,8791,11680,9507,3833,33223,4706,21010,35456,177465.09024526496
116169,5411,9600,3687,6676,15315,754,17740,405,15589,20453,99434.56368685665
78190,14346,1073,15943,7750,10482,1063,33662,4577,21037,8300,123692.5667455625
161688,5441,1723,17359,4596,18792,1560,38852,410,17647,26626,136230.98070792563
57448,26115,13089,1215,9226,9097,2738,38974,1616,6334,9725,120682.00951049362
143678,39474,1746,16646,4543,19610,2187,24691,3475,8900,35650,161346.5997723342
184310,19677,17618,8045,6642,6369,3927,45350,3675,14087,7277,137577.36272068342
32101,19442,19970,17386,11560,16144,3616,26862,1208,17792,30015,168470.57441626015
123131,2514,7435,3920,927,18546,8578,32490,114,10238,10953,97346.97455038178
123371,7823,20851,3850,2810,19127,1519,22000,678,15373,11905,108883.74030800954
95822,11712,20720,12158,5445,12133,4864,26580,3708,14359,32578,146552.42742230245
150965,33782,1462,3498,11081,9537,8425,29762,3132,16467,3153,125948.2532408
70465,45492,2382,418,9187,12255,8948,25915,2206,7022,24778,142009.11594855067
31070,26902,26760,16644,13016,2534,6106,39773,4805,462,34584,175604.0714009223
179163,18322,12187,15076,6721,11247,7965,11212,96,6514,18070,112098.05204161034
143927,31528,28884,5766,6926,17327,5024,49077,4248,21285,36714,211413.28286350466
78431,47661,19244,5212,14935,7574,1556,19193,632,20516,1626,144586.93098042588
191774,38444,9680,2822,6517,6714,1196,20853,3311,4984,462,98266.09615194221
66739,21472,16170,9328,4834,1469,8029,11147,2248,13677,13098,102507.73993255745
66707,29535,14422,5899,12294,4339,8470,34543,3047,24392,4678,148243.86068661406
41742,39624,17968,12726,11838,17216,981,34716,2180,1151,28359,170288.4027589339
53050,35688,24973,16082,5891,10055,1522,19735,371,5744,23350,145414.05991771494
60377,25593,19285,15976,9606,9536,1200,45528,4931,26979,33296,196289.59828316752
22733,7206,22848,4428,5822,6566,8766,8922,871,7581,24430,100322.70857036412
104277,22870,16391,7417,14370,2331,6295,7193,2519,29698,35991,150818.07559048073
162199,38606,6619,11059,8015,19081,8546,37603,3331,20349,12001,168734.4059621054
163082,44556,20053,11524,9241,6899,274,39664,1188,18174,32147,188219.15769317638
187078,10389,29750,1240,12378,10339,1601,27527,3527,7276,25608,135646.6345561488
179725,35566,3000,15999,3378,3804,9818,37524,306,25395,2198,142865.13127191697
44373,2968,1179,1865,5902,13392,9100,47934,1920,26487,34846,150578.05824007743
158282,24362,13519,9835,2636,13732,2037,34404,3979,11089,21470,140275.53440314828
86323,49228,26721,18520,5874,16262,1438,26868,896,1867,37868,189755.0875764495
134003,33652,5070,13899,7461,6825,7212,14570,2404,23748,26766,147492.60769057533
175690,44970,18712,17600,13228,8183,2612,43925,3628,28581,31897,219649.61648303925
35060,21317,10494,9314,8571,10211,5039,45637,389,25958,37959,178315.0397655762
65256,5543,21175,3728,3884,7821,3621,45756,1419,15904,34262,147772.69653613752
173240,22290,3658,6650,7966,3850,1195,30342,3189,9207,37965,131567.0228492204
73473,31432,23353,17597,11008,3982,7255,39472,1588,8421,4159,149939.08224439836
179553,47428,2266,13015,6804,6406,7714,33919,2885,28375,8824,161288.22309409015
106648,29414,10234,11078,3514,1737,2463,26558,1980,14710,27667,132809.11786642612
91176,49765,15313,5962,14357,10511,8187,13501,370,14538,21862,159760.6009390328
23410,43521,6087,3900,12865,203,6267,48120,2330,9776,14979,154177.774991823
185198,43662,24245,11744,8180,17683,6856,35950,622,28722,30792,211981.76721165085
111316,9354,23989,79,4056,8550,5702,42291,1666,25696,19134,145523.02217596248
130100,44450,25152,1495,6343,9977,164,11530,1261,5563,9763,120101.01474211634
96721,17263,29455,12011,10526,3336,5105,19422,65,11545,24908,138846.92620636738
101167,47067,4116,15417,1053,12201,9274,41399,2445,13037,9927,161419.4537629103
194273,12501,22205,1060,12120,7289,9244,46693,1987,10994,14844,144083.27471743667
167993,35823,28974,11501,7854,10481,8838,4456,4661,22734,11007,148797.5623726201
114123,13399,2482,7811,4579,5666,3059,24944,1777,1024,6703,74017.20571984029
73020,10014,25484,16408,14409,12650,3800,18395,406,27814,486,133136.216412344
57344,44971,15290,2309,2622,4411,6154,42871,464,17088,25162,169139.99063654628
150145,21989,8555,14432,9052,18282,6866,45073,3070,297,21157,150804.6553151164
171981,25134,26673,15501,6407,17444,1502,27856,553,16027,19126,162513.07852079015
171039,42456,4893,2173,13525,2853,1152,49414,999,2330,21660,143698.4836486838
158970,12794,3307,12836,5668,13953,8521,46576,2617,2518,33746,146345.9654184793
192976,48271,24958,13034,10923,6657,1619,13141,2758,8116,1869,133041.21355029978
149934,49176,20357,6148,13250,2916,9588,48170,29,8544,35816,200089.38882089825
99752,3218,8669,8726,6780,6214,2188,49199,1729,9590,33799,131653.02592715115
151020,6593,23318,17989,12981,12890,8102,46948,1948,12442,14921,164805.50782467256
177471,47010,10125,15106,4479,11035,945,29923,2826,27946,32801,189168.05698249722
48474,3219,28568,4261,13132,8745,759,11133,1934,3653,6763,83933.2285638278
146367,37147,7347,5978,11147,6132,602,49334,4064,14554,11740,154248.89334249127
73459,13617,26541,13846,1490,15966,4522,32736,4111,21915,37307,178261.3738691035
132298,36778,23865,19952,4073,14508,8712,27475,4834,16827,7183,167724.7201861791
39309,47768,1992,8356,1861,16578,1100,13589,304,16339,8319,118918.42321851915
193027,24555,21237,3623,3779,1337,5141,22140,254,28557,17891,132533.81739355891
125018,34553,8820,1018,11454,1827,7648,9118,4316,11179,27899,123184.79502545342
109117,19623,14455,15753,12877,8295,2161,47292,2576,7629,23750,158387.96422290173
183082,25019,7323,7801,3805,10613,7414,47046,3738,2209,9763,128994.5870095376
165359,43365,15046,19038,9156,19920,1024,18225,4495,26571,19973,183209.55101043286
42390,15501,27518,16922,2442,9243,1391,12811,472,27774,36548,152743.4887363175
28541,20916,2556,3297,1455,12981,6737,6659,912,25636,20430,104977.34209548049
168993,35889,22609,18457,7561,14149,1724,6046,2913,7904,18130,136980.28624609884
63937,8554,27466,17355,5991,3012,8186,47005,2877,13313,320,138730.25061359638
60149,26948,21723,6355,12405,2170,7199,47072,3077,11083,34746,176088.89350935587
99030,49259,13265,12181,7801,702,531,7508,4138,7794,20090,125164.7290534419
59796,11574,27128,5035,10596,10411,5739,36681,2376,18759,14991,149554.67185839987
194268,39009,25924,16155,6243,12823,8622,6808,2443,4289,37662,162263.72631525088
150174,39601,2205,18892,14325,18932,1804,11792,2629,26924,39686,179770.94911044836
157113,40773,18198,14866,10293,16571,7516,5517,2790,4087,23464,149263.38022783253
105521,14677,20966,14938,3354,17854,7713,20358,2458,3949,11964,120703.2405234371
155246,9963,14243,16388,1285,12469,7543,4896,1391,20948,27271,117677.88636184127
147521,38672,9613,2561,8966,10651,3156,33678,1654,18669,19005,149300.20946705324
82933,2338,2700,7051,5185,7792,8974,11295,4130,11297,7034,69321.03880328612
53691,21089,15641,1037,10250,4919,6662,28417,821,29363,37601,157585.82924014144
135306,34079,18078,7450,4310,11182,7572,37665,3568,13066,13238,153767.8016639553
139088,39093,19596,12240,10549,12800,6008,21960,1396,5250,35790,171973.72827974235
108262,38272,4676,16321,11028,12898,3603,22002,888,8367,7439,129309.0309536449
113374,43859,20647,12606,5397,7910,5761,12646,2194,15131,10323,139605.330321607
23303,3117,6828,6483,5962,5549,763,25607,3756,25245,8985,96411.5162595388
66653,38467,15170,14190,14093,17635,3068,37997,3982,15432,22915,191133.19816959908
178249,24736,18315,606,11568,15918,2439,10337,1731,12089,16728,117597.50023302229
29890,44391,15416,8154,4867,14003,3287,48434,4618,20252,33315,203566.31416332664
177878,25563,14960,3492,7623,17237,8144,37217,4167,6110,17275,147551.01425517918
93136,19866,17011,1200,12462,7603,6514,12771,1734,14081,32671,129179.81219106172
47230,7350,3287,14223,6404,14523,66,20705,4053,4190,37094,115323.27362785785
36466,31151,9590,6150,3805,10721,1631,1285,3103,20807,37671,130009.36686546126
167548,16024,12734,6933,2095,2835,6862,35860,2,8045,34282,130312.72058744388
47732,42143,20425,10495,7320,9608,1340,28160,3583,24461,27551,182844.91148716444
158447,34137,24316,2903,3337,12093,8179,12612,2402,26100,24709,153273.63119189246
27837,8542,15913,13015,12419,9912,4256,45764,1016,5378,2398,121034.06923775656
43108,31500,25425,476,12736,8519,4430,43147,3063,19803,16960,169284.6908280179
37851,19118,23089,15847,527,16629,8477,67,3053,2059,38100,130425.1889699139
46600,14178,12979,7005,6990,5078,7979,20164,4318,17509,12114,112406.20522389103
35188,3980,19922,8031,3750,1427,8300,40337,1543,14280,30394,133930.9988546677
64777,23315,7903,19700,12115,687,9985,18383,2437,1636,36985,136033.14782690795
156561,20122,28835,14048,9315,17960,2975,19020,3490,22527,5271,146627.2957838755
104618,37307,6477,5652,4945,3959,1044,287,4385,9329,9395,86215.1661744345
159767,3981,29552,3126,10364,941,335,25460,3253,4359,4557,88834.92882561308
20230,47154,5578,11956,5746,14008,5570,5836,1667,27251,31734,158417.24769423425
183175,35475,15758,8269,8442,6657,9196,18578,3106,19375,16459,145613.65336187126
177422,11041,7324,9995,8825,1241,1995,6194,1094,28377,25615,104807.08999030566
171426,20510,24815,15876,4063,15882,835,17075,1541,20857,12053,135355.9103797222
31355,20422,6782,8812,9663,17818,2169,8978,3278,19972,38667,141287.26734272265
181310,32400,22060,14544,8816,14200,4193,12968,1958,10959,3248,129271.55642894364
168216,16709,20575,9124,6314,6995,6575,25349,3642,11011,24967,137551.62306934092
90779,23749,29109,170,2660,13123,3584,9363,3117,19102,22634,128080.76648029867
105872,49999,29848,13935,5844,18482,3515,1462,682,18984,27874,173585.91734458582
70094,20168,13624,15694,10773,17416,4574,11512,2473,13029,35265,150116.65978114118
137383,2478,29245,7206,14183,8761,4280,39011,2995,19316,33161,164265.803878143
30594,17546,17190,4591,9550,19252,7568,16122,2799,29668,29376,156320.55636670368
141562,5409,2565,6171,13549,12886,2398,19612,2425,22387,4327,94412.432467091
168064,10655,6060,14140,14147,4337,3649,30753,805,9794,31724,132051.1845580753
119185,12074,21970,11040,12660,7285,7731,27590,946,28286,13524,148178.22910963438
80436,44739,22847,19279,11487,17079,9847,36760,765,15983,38619,227762.25735822634
180965,20582,20612,13055,1037,10313,4054,21186,1585,28098,12229,136526.73717752355
145039,31417,2184,8045,4918,8943,6307,4231,4444,29865,30275,133611.18038914618
109236,31866,5562,15436,3982,13451,9236,36005,2542,9370,37083,170575.80963050993
63388,30995,7696,10175,11201,10427,8920,45557,825,17400,15935,163373.4062569959
164114,2974,17073,9514,9495,12236,8049,15828,2260,15425,10544,107470.17406864956
47577,24022,27032,7691,3580,2396,8567,9653,61,12893,12215,113475.67534650097
164566,49149,11638,19072,12490,17218,3874,4243,1268,10392,21979,158049.28618134125
106811,4904,18620,17864,5667,11132,714,38962,778,22103,30392,153003.26971107515
59248,11389,15780,10686,12683,546,3487,34783,679,22702,31847,147124.19958494251
109425,32680,22673,4344,9429,15280,7823,20086,4993,15754,36125,172715.2906449266
185834,15982,17984,9297,1569,7780,2980,34234,4598,2849,10389,108908.347509064
101709,35357,27816,19534,12226,1481,4492,35890,614,12934,29792,188712.40213069267
136011,26971,28629,9089,3839,4924,7337,6610,230,6993,36866,138013.76766117755
152083,43080,11966,12090,9615,17176,98,48036,2797,4126,5575,161395.14813001352
56836,12867,16504,18847,8907,6588,1601,6300,662,20865,26236,124929.43795909331
81557,11280,16053,8346,5807,5138,5375,46269,123,11550,39767,152970.84428020412
121751,38636,1739,3926,8868,9004,6939,16841,238,19071,5823,113017.09971356008
44281,10132,28937,17629,6201,1609,4942,35418,3443,22812,33748,169919.43590392685
116574,4258,20284,12549,9949,4149,3123,9610,2147,8954,8397,86355.52909212379
167020,46501,27063,4139,10258,17695,7711,43869,3023,24426,27327,220898.83991846567
174711,26501,1722,13119,7813,2182,2026,30313,4879,52,36507,128320.96109969328
161308,23221,11816,872,2526,915,9238,35819,2085,7718,10995,109968.10820452675
175531,29256,8934,5559,12383,13106,465,33194,4926,27090,14627,152722.52302252667
84589,27964,3537,1466,6091,16209,7786,39021,4691,27641,3511,144386.0778263196
176872,30429,15875,18690,1829,15591,9002,15920,241,27501,36903,179152.0644229498
50271,24863,27745,10251,9240,3995,2250,26752,3035,3333,13100,127546.6743184543
123427,16427,9745,11624,2101,2649,414,49772,1352,10173,11726,117738.3202038097
115157,39440,18643,18580,11958,13808,3285,10163,2233,15153,24718,163796.78445055426
155250,9621,26883,11550,4101,10729,8181,17876,959,8351,1200,103047.3316617716
117984,38481,13981,10820,8745,19686,2726,44567,1506,23127,22937,193023.75549265908
164348,40459,17476,3133,2736,7555,6003,26236,3813,15655,29419,155344.65601929577
165900,21836,22720,12372,12741,17061,8492,34907,2281,24613,24624,189565.8280190076
26149,40300,22474,8907,3082,15015,9571,26277,4892,11628,15729,162892.996449147
112864,40458,21460,11059,7401,4266,6750,43725,4265,16287,24500,185921.7775922189
180090,23513,19036,821,10949,7346,4490,44692,533,2492,21759,140783.20808055805
73781,31393,16927,13538,14219,15281,7379,8520,2312,11141,21173,143748.7517320397
182448,41454,27907,12507,525,18042,1720,44577,4762,15391,5780,176386.0386956033
195034,20555,26902,3998,4986,3826,8232,33936,3441,2731,9967,123976.42925190169
155618,2709,19521,14123,3962,19272,6671,41785,2724,19318,36146,174256.3561271741
80560,27312,9545,2054,11452,14767,5363,15651,3117,9772,26850,131188.27018694807
166433,41172,3167,1263,11472,15460,7808,27558,334,5053,34732,149961.89121524253
88895,42211,26558,7904,1227,10072,8220,39383,1185,25010,29244,195751.5235448928
74165,45033,6376,787,13990,7089,981,20360,4563,18989,1784,123856.06479478313
97670,7800,23356,14868,8492,9262,68,19133,1938,23119,12471,124649.98929595752
60372,27593,14666,8104,1714,16115,2464,5171,3241,2321,3739,86708.94477424723
130805,8899,5135,4156,5984,5731,628,18907,2157,5293,17615,78085.83457690687
187854,38762,16317,9127,14303,12063,5275,45203,1095,26509,1742,178686.00906931993
151971,49966,16019,12222,13451,19482,8741,39166,3020,9014,26427,199950.95349926688
116628,42246,18213,1753,13076,11965,7872,46812,3293,11134,2505,162490.5360840309
118956,17871,9780,3969,11530,16504,8565,22947,2870,9025,22867,131926.60887271367
142684,35898,23357,7454,2833,3678,3556,11608,1276,6972,15897,118144.21194057616
152054,22426,3911,11649,13705,5112,2393,28480,4003,8587,29768,131352.29060577406
118879,24476,24676,12641,4580,19247,2317,11834,870,20662,28868,152022.40556442464
94060,45647,2135,6295,4176,2582,6605,8943,2937,25112,34893,143829.2995142279
89843,16806,10448,7574,3406,11645,9876,10994,4458,24384,20544,121600.29021791264
143168,39015,17042,3411,8338,18879,5756,12798,3354,28345,28967,170601.02503643028
